Code;Name;Type
61.05.03.2029;Peninsung;6
61.05.03.2030;Sepulut;6
61.05.03.2031;Temawang Bulai;6
61.05.03.2032;Sungai Segak;6
61.05.03.2033;Tanjung Balai;6
61.05.03.2034;Sinar Harapan;6
61.05.03.2035;Riam Kempadik;6
61.05.03.2036;Nanga Layung;6
61.05.03.2037;Limau Bakti;6
61.05.03.2038;Tanjung Mawang;6
61.05.03.2040;Sungai Jaung;6
61.05.04;Ketungau Hilir;4
61.05.04.2001;Nanga Ketungau;6
61.05.04.2002;Setungkup;6
61.05.04.2004;Sungai Mali;6
61.05.04.2005;Air Nyuruk;6
61.05.04.2006;Nanga Merkak;6
61.05.04.2007;Sungai Deras;6
61.05.04.2008;Nanga Sejirak;6
61.05.04.2009;Semuntai;6
61.05.04.2010;Senibung;6
61.05.04.2011;Tanjung Baung;6
61.05.04.2012;Baung Sengatap;6
61.05.04.2013;Semajau Mekar;6
61.05.04.2014;Beluh Mulyo;6
61.05.04.2015;Batu Ampar;6
61.05.04.2016;Bukit Sidin Permai;6
61.05.04.2017;Betung Permai;6
61.05.04.2018;Kenuak;6
61.05.04.2019;Jentawang Hilir;6
61.05.04.2020;Batu Nyadi;6
61.05.04.2021;Ratu Damai;6
61.05.04.2022;Lepung Pantak;6
61.05.04.2023;Pampang Dua;6
61.05.04.2024;Mungguk Kelapa;6
61.05.04.2025;Maung;6
61.05.05;Ketungau Tengah;4
61.05.05.2001;Wirayuda;6
61.05.05.2002;Tanjung Sari;6
61.05.05.2003;Panding Jaya;6
61.05.05.2004;Tirta Karya;6
61.05.05.2005;Begelang Jaya;6
61.05.05.2006;Sumber Sari;6
61.05.05.2007;Panggi Agung;6
61.05.05.2008;Kerta Sari;6
61.05.05.2009;Argo Mulyo;6
61.05.05.2010;Wana Bhakti;6
61.05.05.2011;Swadaya;6
61.05.05.2012;Margahayu;6
61.05.05.2013;Gut Jaya Bhakti;6
61.05.05.2014;Landau Buaya;6
61.05.05.2015;Kayu Dujung;6
61.05.05.2016;Senangan Kecil;6
61.05.05.2017;Sungai Areh;6
61.05.05.2018;Mungguk Gelombang;6
61.05.05.2019;Mungguk Lawang;6
61.05.05.2020;Nanga Kelapan;6
61.05.05.2021;Panggi Ruguk;6
61.05.05.2022;Bakti Senabung;6
61.05.05.2023;Engkitan;6
61.05.05.2024;Landau Temiang;6
61.05.05.2025;Padung Kumang;6
61.05.05.2026;Radin Jaya;6
61.05.05.2027;Senangan Jaya;6
61.05.05.2028;Kubu Berangan;6
61.05.05.2029;Semareh;6
61.05.06;Ketungau Hulu;4
61.05.06.2001;Senaning;6
61.05.06.2002;Empura;6
61.05.06.2003;Sebadak;6
61.05.06.2004;Sepiluk;6
61.05.06.2005;Sungai Seria;6
61.05.06.2006;Suak Medang;6
61.05.06.2007;Nanga Bayan;6
61.05.06.2008;Rasau;6
61.05.06.2009;Jasa;6
61.05.06.2010;Sungai Bugau;6
61.05.06.2011;Nanga Bugau;6
61.05.06.2012;Empunak Tapang Keladan;6
61.05.06.2013;Sebetung Paluk;6
61.05.06.2014;Muakan Petinggi;6
61.05.06.2015;Nanga Sebawang;6
61.05.06.2016;Sekaih;6
61.05.06.2017;Bekuan Luyang;6
61.05.06.2018;Sungai Pisau;6
61.05.06.2019;Mungguk Entawak;6
61.05.06.2020;Embaleh;6
61.05.06.2021;Sebuluh;6
61.05.06.2022;Riam Sejawak;6
61.05.06.2023;Engkeruh;6
61.05.06.2024;Sungai Kelik;6
61.05.06.2025;Idai;6
61.05.06.2026;Sungai Mawang;6
61.05.06.2027;Ujung Kempas;6
61.05.06.2028;Neraci Jaya;6
61.05.06.2029;Sejawak;6
61.05.07;Dedai;4
61.05.07.2001;Nanga Jetak;6
61.05.07.2002;Nanga Dedai;6
61.05.07.2003;Gandis;6
61.05.07.2004;Sungai Mali;6
61.05.07.2005;Riguk;6
61.05.07.2006;Pengkadan Baru;6
61.05.07.2007;Tauk;6
61.05.07.2008;Empaci;6
61.05.07.2009;Baras;6
61.05.07.2010;Pengkadan Sungai Rupa;6
61.05.07.2011;Kumpang;6
61.05.07.2012;Mangat Baru;6
61.05.07.2013;Menaong Baru;6
61.05.07.2014;Emparu Baru;6
61.05.07.2015;Lundang Baru;6
61.05.07.2016;Penyak Lalang;6
61.05.07.2017;Umin Jaya;6
61.05.07.2018;Merempit Baru;6
61.05.07.2019;Dedai Kanan;6
61.05.07.2020;Sungai Tapang;6
61.05.07.2021;Gandis Hulu;6
61.05.07.2022;Hulu Dedai;6
61.05.07.2023;Apin Baru;6
61.05.07.2024;Jangkang;6
61.05.07.2025;Belinyuk Sibau;6
61.05.07.2026;Mengkirai Jaya;6
61.05.07.2027;Terusan;6
61.05.07.2028;Tanjung;6
61.05.07.2029;Batu Landung;6
61.05.07.2030;Samak;6
61.05.07.2031;Manyam;6
61.05.08;Kayan Hilir;4
61.05.08.2001;Nanga Mau;6
61.05.08.2002;Jambu;6
61.05.08.2003;Tertung Mau;6
61.05.08.2004;Mentunai;6
61.05.08.2005;Tuguk;6
61.05.08.2006;Natai Tebedak;6
61.05.08.2007;Nyangkom;6
61.05.08.2008;Melingkat;6
61.05.08.2009;Nanga Tikan;6
61.05.08.2010;Pelaik;6
61.05.08.2011;Kerapa Sepan;6
61.05.08.2012;Sungai Buaya;6
61.05.08.2013;Pakak;6
61.05.08.2014;Sungai Sintang;6
61.05.08.2015;Sungai Garong;6
61.05.08.2016;Paoh Desa;6
61.05.08.2017;Jaya Sakti;6
61.05.08.2018;Mekar Mandiri;6
61.05.08.2019;Landau Beringin;6
61.05.08.2020;Karya Baru;6
61.05.08.2021;Bukit Segaloh;6
61.05.08.2022;Engkerangan;6
61.05.08.2023;Lalang Inggar;6
61.05.08.2024;Linggam Permai;6
61.05.08.2025;Sungai Menuang;6
61.05.08.2026;Natai Lesung;6
61.05.08.2027;Begendang Mal;6
61.05.08.2028;Sungai Ranap;6
61.05.08.2029;Lengkong Bindu;6
61.05.08.2030;Nanga Lidau;6
61.05.08.2031;Mengkirai;6
61.05.08.2032;Tanjung Keliling;6
61.05.08.2033;Buluk Jegara;6
61.05.08.2034;Buluk Panjang;6
61.05.08.2035;Tanjung Putar;6
61.05.08.2036;Sungai Emang;6
61.05.08.2037;Sungai Meraya;6
61.05.08.2038;Kempas Raya;6
61.05.08.2039;Ipoh Emang;6
61.05.08.2040;Sungai Pengga;6
61.05.08.2041;Batu Netak;6
61.05.08.2042;Neran Baya;6
61.05.08.2043;Monbai Begununk;6
61.05.09;Kayan Hulu;4
61.05.09.2001;Nanga Tebidah;6
61.05.09.2002;Nanga Payak;6
61.05.09.2003;Tanjung Bunga;6
61.05.09.2004;Nanga Toran;6
61.05.09.2005;Riam Panjang;6
61.05.09.2006;Entogong;6
61.05.09.2007;Nanga Tonggoi;6
61.05.09.2008;Tanjung Lalau;6
61.05.09.2009;Lintang Tambuk;6
61.05.09.2010;Nanga Masau;6
61.05.09.2011;Nanga Ungai;6
61.05.09.2012;Nanga Abai;6
61.05.09.2013;Nanga Laar;6
61.05.09.2014;Riam Muntik;6
61.05.09.2015;Nanga Oran;6
61.05.09.2016;Tonak Goneh;6
61.05.09.2017;Nangkak Lestari;6
61.05.09.2018;Topan Nanga;6
61.05.09.2019;Mapan Jaya;6
61.05.09.2020;Tanjung Miru;6
61.05.09.2021;Buluh Merindu;6
61.05.09.2022;Empakan;6
61.05.09.2023;Emponyang;6
61.05.09.2024;Merahau Permai;6
61.05.09.2025;Tanah Merah;6
61.05.09.2026;Landau Bara;6
61.05.09.2027;Kerapuk Jaya;6
61.05.09.2028;Merah Arai;6
61.05.09.2029;Tapang Manua;6
61.05.09.2030;Nanga Tampang;6
61.05.09.2031;Kebarau;6
61.05.14;Serawai;4
61.05.14.2001;Nanga Serawai;6
61.05.14.2002;Nanga Mentatai;6
61.05.14.2003;Bedaha;6
61.05.14.2004;Begori;6
61.05.14.2005;Pagar Lebata;6
61.05.14.2006;Tontang;6
61.05.14.2007;Karya Jaya;6
61.05.14.2008;Nanga Riyoi;6
61.05.14.2009;Buntut Ponte;6
61.05.14.2010;Nanga Segulang;6
61.05.14.2011;Baras Nabun;6
61.05.14.2012;Nanga Jelundung;6
61.05.14.2013;Tanjung Raya;6
61.05.14.2014;Tahai Permai;6
61.05.14.2015;Merako Jaya;6
61.05.14.2016;Sawang Senghiang;6
61.05.14.2017;Tunas Harapan;6
61.05.14.2018;Teluk Harapan;6
61.05.14.2019;Gurung Senghiang;6
61.05.14.2020;Tanjung Harapan;6
61.05.14.2021;Rantau Malam;6
61.05.14.2022;Mentajoi;6
61.05.14.2023;Nanga Bihe;6
61.05.14.2024;Nanga Tekungai;6
61.05.14.2025;Talian Sahabung;6
61.05.14.2026;Batu Ketebung;6
61.05.14.2027;Muara Kota;6
61.05.14.2028;Mekar Sari;6
61.05.14.2029;Tanjung Baru;6
61.05.14.2030;Nusa Tujuh;6
61.05.14.2031;Nanga Ruhan;6
61.05.14.2032;Meroboi;6
61.05.14.2033;Panekasan;6
61.05.14.2034;Tamakung;6
61.05.14.2035;Limbur Bernaung Lestari;6
61.05.14.2036;Mensulung Bio;6
61.05.14.2037;Sabhang Landan;6
61.05.14.2038;Nanga Tangoi;6
61.05.15;Ambalau;4
61.05.15.2001;Nanga Kemangai;6
61.05.15.2002;Nanga Ambalau;6
61.05.15.2003;Nanga Kesange;6
61.05.15.2004;Nanga Menakon;6
61.05.15.2005;Nanga Sake;6
61.05.15.2006;Buntut Pimpin;6
61.05.15.2007;Kepala Jungai;6
61.05.15.2008;Tanjung Andan;6
61.05.15.2009;Buntut Sabon;6
61.05.15.2010;Nanga Keremoi;6
61.05.15.2011;Nanga Menantak;6
61.05.15.2012;Buntut Purun;6
61.05.15.2013;Nanga Sakai;6
61.05.15.2014;Nanga Mentomoi;6
61.05.15.2015;Sungai Tambun;6
61.05.15.2016;Riam Sabon;6
61.05.15.2017;Nanga Ukai;6
61.05.15.2018;Mensuang;6
61.05.15.2019;Dahtah Bungai;6
61.05.15.2020;Lunjan Tingang;6
61.05.15.2021;Bukit Tinggi;6
61.05.15.2022;Bukai Tukun;6
61.05.15.2023;Nusa Koring;6
61.05.15.2024;Purut Beribit;6
61.05.15.2025;Pulou Sabhang;6
61.05.15.2026;Patih Jepara;6
61.05.15.2027;Korong Daso;6
61.05.15.2028;Luting Mingan;6
61.05.15.2029;Kolangan Juoi;6
61.05.15.2030;Nanga Rade;6
61.05.15.2031;Jengkarang;6
61.05.15.2032;Deme;6
61.05.15.2033;Nanga Pahangan;6
61.05.19;Kelam Permai;4
61.05.19.2001;Nanga Lebang;6
61.05.19.2002;Merpak;6
61.05.19.2003;Kebong;6
61.05.19.2004;Baning Panjang;6
61.05.19.2005;Ensaid Panjang;6
61.05.19.2006;Bengkuang;6
61.05.19.2007;Pelimping;6
61.05.19.2008;Sungai Pukat;6
61.05.19.2009;Sungai Maram;6
61.05.19.2010;Sepan Lebang;6
61.05.19.2011;Gemba Raya;6
61.05.19.2012;Karya Jaya Bhakti;6
61.05.19.2013;Mandiri Jaya;6
61.05.19.2014;Landau Kodam;6
61.05.19.2015;Sungai Labi;6
61.05.19.2016;Sungai Lais;6
61.05.19.2017;Kelam Sejahtera;6
61.05.20;Sungai Tebelian;4
61.05.20.2001;Ransi Dakan;6
61.05.20.2002;Sungai Ukoi;6
61.05.20.2003;Manter;6
61.05.20.2004;Merarai Satu;6
61.05.20.2005;Merarai Dua;6
61.05.20.2006;Kajang Baru;6
61.05.20.2007;Gurung Kempadik;6
61.05.20.2008;Nobal;6
61.05.20.2009;Baya Betung;6
61.05.20.2010;Bonet Engkabang;6
61.05.20.2011;Bonet Lama;6
61.05.20.2012;Bancoh;6
61.05.20.2013;Perembang;6
61.05.20.2014;Solam Raya;6
61.05.20.2015;Lebak Ubah;6
61.05.20.2016;Melayang Sari;6
61.05.20.2017;Sarai;6
61.05.20.2018;Rarai;6
61.05.20.2019;Penjernang;6
61.05.20.2020;Penjernang Hulu;6
61.05.20.2021;Riam Kijang;6
61.05.20.2022;Baya Mulya;6
61.05.20.2023;Laman Raya;6
61.05.20.2024;Sabang Surai;6
61.05.20.2025;Balai Agung;6
61.05.20.2026;Kunyai;6
61.05.21;Binjai Hulu;4
61.05.21.2001;Ampar Bedang;6
61.05.21.2002;Telaga Satu;6
61.05.21.2003;Telaga Dua;6
61.05.21.2004;Binjai Hilir;6
61.05.21.2005;Binjai Hulu;6
61.05.21.2006;Sungai Risap;6
61.05.21.2007;Dak Jaya;6
61.05.21.2008;Mensiku;6
61.05.21.2009;Empaka Kabiau Raya;6
61.05.21.2010;Sungai Risap Mensiku Bersatu;6
61.05.21.2011;Simba Raya;6
61.06;Kabupaten Kapuas Hulu;2
61.06.01;Putussibau Utara;4
61.06.01.1001;Putussibau Kota;5
61.06.01.1002;Hilir Kantor;5
61.06.01.2004;Pala Pulau;6
61.06.01.2005;Sibau Hilir;6
61.06.01.2006;Padua Mendalam;6
61.06.01.2007;Datah Dian;6
61.06.01.2008;Sibau Hulu;6
61.06.01.2009;Nanga Nyabau;6
61.06.01.2010;Nanga Awin;6
61.06.01.2011;Ariung Mendalam;6
61.06.01.2012;Nanga Sambus;6
61.06.01.2013;Banua Tanga;6
61.06.01.2014;Tanjung Beruang;6
61.06.01.2015;Tanjung Karang;6
61.06.01.2016;Seluan;6
61.06.01.2017;Sungai Uluk Palin;6
61.06.01.2018;Tanjung Lasa;6
61.06.01.2019;Lauk;6
61.06.01.2020;Jangkang;6
61.06.02;Bika;4
61.06.02.2001;Teluk Sindur;6
61.06.02.2002;Bika;6
61.06.02.2003;Jelemuk;6
61.06.02.2008;Bika Hulu;6
61.06.02.2009;Nanga Manday;6
61.06.02.2010;Melapi Manday;6
61.06.02.2011;Penyeluang;6
61.06.02.2012;Jongkong Manday;6
61.06.03;Embaloh Hilir;4
61.06.03.2001;Nanga Embaloh;6
61.06.03.2002;Keliling Semulung;6
61.06.03.2006;Lawik;6
61.06.03.2007;Nanga Lauk;6
61.06.03.2008;Nanga Palin;6
61.06.03.2009;Kirin Nangka;6
61.06.03.2010;Pala Pintas;6
61.06.03.2011;Ujung Bayur;6
61.06.03.2012;Belatung;6
61.06.04;Embaloh Hulu;4
61.06.04.2001;Banua Martinus;6
61.06.04.2002;Menua Sadap;6
61.06.04.2003;Pulau Manak;6
61.06.04.2004;Banua Ujung;6
61.06.04.2005;Saujung Giling Manik;6
61.06.04.2006;Ulak Pauk;6
61.06.04.2007;Langan Baru;6
61.06.04.2008;Batu Lintang;6
61.06.04.2009;Rantau Prapat;6
61.06.04.2010;Tamao;6
61.06.05;Bunut Hilir;4
61.06.05.2001;Bunut Hilir;6
61.06.05.2002;Bunut Hulu;6
61.06.05.2003;Teluk Aur;6
61.06.05.2004;Nanga Tuan;6
61.06.05.2006;Ujung Pandang;6
61.06.05.2007;Empangau;6
61.06.05.2008;Tembang;6
61.06.05.2009;Bunut Tengah;6
61.06.05.2010;Entibab;6
61.06.05.2011;Kapuas Raya;6
61.06.05.2012;Empangau Hilir;6
61.06.06;Bunut Hulu;4
61.06.06.2001;Nanga Suruk;6
61.06.06.2002;Temuyuk;6
61.06.06.2003;Nanga Semangut;6
61.06.06.2004;Nanga Dua;6
61.06.06.2005;Selaup;6
61.06.06.2006;Riam Piyang;6
61.06.06.2007;Nanga Payang;6
61.06.06.2008;Batu Tiga;6
61.06.06.2009;Semangut Utara;6
61.06.06.2010;Segitak;6
61.06.06.2011;Nanga Kelibang;6
61.06.06.2012;Sungai Besar;6
61.06.06.2013;Bakong Permai;6
61.06.06.2014;Beringin;6
61.06.06.2015;Pantas Bersatu;6
61.06.07;Jongkong;4
61.06.07.2001;Jongkong Kiri Hilir;6
61.06.07.2002;Jongkong Kanan;6
61.06.07.2003;Jongkong Kiri Hulu;6
61.06.07.2004;Jongkong Pasar;6
61.06.07.2005;Ujung Said;6
61.06.07.2006;Temenang;6
61.06.07.2007;Ujung Jambu;6
61.06.07.2008;Bontai;6
61.06.07.2009;Jongkong Kiri Tengah;6
61.06.07.2010;Jongkong Tanjung;6
61.06.07.2011;Kandung Suli;6
61.06.07.2012;Penepian Raya;6
61.06.07.2013;Karya baru;6
61.06.07.2014;Nanga Serian;6
61.06.08;Hulu Gurung;4
61.06.08.2001;Nanga Tepuai;6
61.06.08.2002;Landau Kumpang;6
61.06.08.2003;Nanga Yen;6
61.06.08.2004;Lubuk Antuk;6
61.06.08.2005;Parang;6
61.06.08.2006;Kelakar;6
61.06.08.2007;Bugang;6
61.06.08.2008;Mentawit;6
61.06.08.2009;Tani Makmur;6
61.06.08.2010;Simpang Senara;6
61.06.08.2011;Beringin;6
61.06.08.2012;Sejahtera Mandiri;6
61.06.08.2013;Mubung;6
61.06.08.2014;Tunas Muda;6
61.06.08.2015;Karya Mandiri;6
61.06.09;Selimbau;4
61.06.09.2001;Gudang Hulu;6
61.06.09.2002;Gudang Hilir;6
61.06.09.2003;Dalam;6
61.06.09.2004;Nibung;6
61.06.09.2005;Piasak Hilir;6
61.06.09.2006;Engkerengas;6
61.06.09.2007;Gerayau;6
61.06.09.2008;Benuis;6
61.06.09.2012;Titian Kuala;6
61.06.09.2013;Sekubah;6
61.06.09.2014;Piasak Hulu;6
61.06.09.2015;Sekulat;6
61.06.09.2016;Nanga Leboyan;6
61.06.09.2017;Vega;6
61.06.09.2018;Mawan;6
61.06.09.2019;Semalah;6
61.06.09.2020;Tempurau;6
61.06.10;Semitau;4
61.06.10.2001;Semitau Hulu;6
61.06.10.2002;Kenerak;6
61.06.10.2003;Nanga Seberuang;6
61.06.10.2004;Entipan;6
61.06.10.2005;Kenepai Komplek;6
61.06.10.2006;Semitau Hilir;6
61.06.10.2007;Nanga Kenepai;6
61.06.10.2008;Tua' Abang;6
61.06.10.2009;Nanga Lemedak;6
61.06.10.2010;Marsedan Raya;6
61.06.10.2011;Padung Kumang;6
61.06.10.2012;Sekedau;6
61.06.11;Seberuang;4
61.06.11.2001;Sejiram;6
61.06.11.2002;Beluis Harum;6
61.06.11.2003;Gurung;6
61.06.11.2004;Bati;6
61.06.11.2005;Seneban;6
61.06.11.2006;Belikai;6
61.06.11.2007;Ranyai;6
61.06.11.2008;Emperiang;6
61.06.11.2009;Pala Kota;6
61.06.11.2010;Nanga Lot;6
61.06.11.2011;Tanjung Keliling;6
61.06.11.2012;Tajau Mada;6
61.06.11.2013;Jerenjang;6
61.06.11.2014;Bekuan;6
61.06.11.2015;Nanga Pala;6
61.06.12;Batang Lupar;4
61.06.12.2001;Setulang;6
61.06.12.2002;Sepandan;6
61.06.12.2003;Sungai Ajung;6
61.06.12.2004;Sungai Abau;6
61.06.12.2005;Labian;6
61.06.12.2006;Mensiau;6
61.06.12.2007;Melemba;6
61.06.12.2008;Lanjak Deras;6
61.06.12.2009;Sungai Senunuk;6
61.06.12.2010;Labian Ira'ang;6
61.06.13;Empanang;4
61.06.13.2001;Keling Panggau;6
61.06.13.2002;Nanga Kantuk;6
61.06.13.2003;Tintin Peninjau;6
61.06.13.2004;Bajau Andai;6
61.06.13.2005;Kumang Jaya;6
61.06.13.2006;Laja Sandang;6
61.06.14;Badau;4
61.06.14.2001;Badau;6
61.06.14.2002;Janting;6
61.06.14.2003;Semuntik;6
61.06.14.2004;Kekurak;6
61.06.14.2005;Pulau Majang;6
61.06.14.2006;Seriang;6
61.06.14.2007;Sebindang;6
61.06.14.2008;Tinting Seligi;6
61.06.14.2009;Tajum;6
61.06.15;Silat Hilir;4
61.06.15.2001;Perigi;6
61.06.15.2002;Baru;6
61.06.15.2003;Pangeran;6
61.06.15.2004;Miau Merah;6
61.06.15.2005;Setunggul;6
61.06.15.2006;Sungai Sena;6
61.06.15.2007;Penai;6
61.06.15.2008;Nanga Nuar;6
61.06.15.2009;Bongkong;6
61.06.15.2010;Seberu;6
61.06.15.2011;Sentabai;6
61.06.15.2012;Rumbih;6
61.06.15.2013;Bukit Penai;6
61.06.16;Silat Hulu;4
61.06.16.2001;Nanga Dangkan;6
61.06.16.2002;Belimbing;6
61.06.16.2003;Nanga Ngeri;6
61.06.16.2004;Landau Badai;6
61.06.16.2005;Nanga Lungu;6
61.06.16.2006;Nanga Luan;6
61.06.16.2007;Riam Tapang;6
61.06.16.2008;Lebak Najah;6
61.06.16.2009;Dangkan Kota;6
61.06.16.2010;Perjuk;6
61.06.16.2011;Landau Rantau;6
61.06.16.2012;Entebi;6
61.06.16.2013;Selangkai;6
61.06.16.2014;Selimu;6
61.06.17;Putussibau Selatan;4
61.06.17.1001;Kedamin Hulu;5
61.06.17.1002;Kedamin Hilir;5
61.06.17.2003;Sungai Uluk;6
61.06.17.2004;Jaras;6
61.06.17.2005;Melapi;6
61.06.17.2014;Kedamin Darat;6
61.06.17.2015;Tanjung Jati;6
61.06.17.2016;Sayut;6
61.06.17.2017;Urang Unsa;6
61.06.17.2018;Suka Maju;6
61.06.17.2019;Cempaka Baru;6
61.06.17.2020;Beringin Jaya;6
61.06.17.2021;Bungan Jaya;6
61.06.17.2022;Tanjunglokang;6
61.06.17.2023;Kereho;6
61.06.17.2024;Ingko' Tambe;6
61.06.18;Kalis;4
61.06.18.2001;Nanga Sebintang;6
61.06.18.2002;Nanga Lebangan;6
61.06.18.2003;Nanga Kalis;6
61.06.18.2004;Nanga Raun;6
61.06.18.2005;Bahenap;6
61.06.18.2006;Nanga Tubuk;6
61.06.18.2007;Nanga Danau;6
61.06.18.2008;Kensuray;6
61.06.18.2009;Rantau Kalis;6
61.06.18.2010;Kalis Raya;6
61.06.18.2011;Tekudak;6
61.06.18.2012;Semerantau;6
61.06.18.2013;Tapang Da'an;6
61.06.18.2014;Segiam;6
61.06.18.2016;Ribang Kadeng;6
61.06.18.2017;Rantau Bumbun;6
61.06.18.2018;Peniung;6
61.06.19;Boyan Tanjung;4
61.06.19.2001;Nanga Danau;6
61.06.19.2002;Boyan Tanjung;6
61.06.19.2003;Riam Mengelai;6
61.06.19.2004;Nanga Sangan;6
61.06.19.2005;Sri Wangi;6
61.06.19.2006;Nanga Boyan;6
61.06.19.2007;Nanga Betung;6
61.06.19.2008;Mujan;6
61.06.19.2009;Nanga Jemah;6
61.06.19.2010;Tubang Jaya;6
61.06.19.2011;Karya Maju;6
61.06.19.2012;Landau Mentail;6
61.06.19.2013;Delintas Karya;6
61.06.19.2014;Teluk Geruguk;6
61.06.19.2015;Nanga Ret;6
61.06.19.2016;Pemawan;6
61.06.20;Mentebah;4
61.06.20.2001;Nanga Mentebah;6
61.06.20.2002;Tekalong;6
61.06.20.2003;Suka Maju;6
61.06.20.2004;Kepala Gurung;6
61.06.20.2005;Tanjung;6
61.06.20.2006;Tanjung Intan;6
61.06.20.2007;Tangai Jaya;6
61.06.20.2008;Menaren;6
61.06.21;Pengkadan;4
61.06.21.2001;Kerangan Panjang;6
61.06.21.2002;Mawan;6
61.06.21.2003;Marta Dana;6
61.06.21.2004;Buak Limbang;6
61.06.21.2005;Riam Panjang;6
61.06.21.2006;Permata;6
61.06.21.2007;Hulu Pengkadan;6
61.06.21.2008;Pinang Laka;6
61.06.21.2009;Sasan;6
61.06.21.2010;Pengkadan Hilir;6
61.06.21.2011;Sira Jaya;6
61.06.22;Suhaid;4
61.06.22.2001;Mensusai;6
61.06.22.2003;Kerengas;6
61.06.22.2004;Mantan;6
61.06.22.2005;Nanga Suhaid;6
61.06.22.2006;Tanjung;6
61.06.22.2007;Madang Permai;6
61.06.22.2008;Laut Tawang;6
61.06.22.2009;Jongkong Hulu;6
61.06.22.2010;Menapar;6
61.06.22.2011;Lubuk Pengail;6
61.06.22.2012;Tanjung Harapan;6
61.06.23;Puring Kencana;4
61.06.23.2001;Sungai Antu;6
61.06.23.2002;Merakai Panjang;6
61.06.23.2003;Kantuk Asam;6
61.06.23.2004;Kantuk Bunut;6
61.06.23.2005;Sungai Mawang;6
61.06.23.2006;Langau;6
61.07;Kabupaten Bengkayang;2
61.07.01;Sungai Raya;4
61.07.01.2001;Sungai Duri;6
61.07.01.2004;Sungai Jaga A;6
61.07.01.2005;Sungai Jaga B;6
61.07.01.2006;Sungai Pangkalan I;6
61.07.01.2007;Sungai Pangkalan II;6
61.07.02;Samalantan;4
61.07.02.2001;Samalantan;6
61.07.02.2002;Saba'u;6
61.07.02.2003;Tumiang;6
61.07.02.2004;Babane;6
61.07.02.2005;Pasti Jaya;6
61.07.02.2006;Bukit Serayan;6
61.07.02.2007;Marunsu;6
61.07.03;Ledo;4
61.07.03.2001;Lesabela;6
61.07.03.2002;Semangat;6
61.07.03.2003;Serangkat;6
61.07.03.2004;Rodaya;6
61.07.03.2005;Dayung;6
61.07.03.2007;Jesape;6
61.07.03.2011;Lomba Karya;6
61.07.03.2012;Sidai;6
61.07.03.2013;Seles;6
61.07.03.2018;Tebuah Marong;6
61.07.03.2019;Suka Damai;6
61.07.03.2021;Suka Jaya;6
61.07.04;Bengkayang;4
61.07.04.1001;Bumi Emas;5
61.07.04.1010;Sebalo;5
61.07.04.2003;Tirta Kencana;6
61.07.04.2004;Bhakti Mulya;6
61.07.04.2006;Bani Amas;6
61.07.04.2009;Setia Budi;6
61.07.05;Seluas;4
61.07.05.2001;Seluas;6
61.07.05.2002;Bengkawan;6
61.07.05.2003;Sahan;6
61.07.05.2004;Mayak;6
61.07.05.2005;Kalon;6
61.07.05.2006;Sentangau Jaya;6
61.07.06;Sanggau Ledo;4
61.07.06.2001;Lembang;6
61.07.06.2002;Gua;6
61.07.06.2003;Bange;6
61.07.06.2004;Danti;6
61.07.06.2005;Sango;6
61.07.07;Jagoi Babang;4
61.07.07.2001;Jagoi;6
61.07.07.2002;Kumba;6
61.07.07.2006;Sekida;6
61.07.07.2007;Gersik;6
61.07.07.2008;Semunying Jaya;6
61.07.07.2009;Sinar Baru;6
61.07.08;Monterado;4
61.07.08.2002;Gerantung;6
61.07.08.2003;Monterado;6
61.07.08.2004;Goa Boma;6
61.07.08.2006;Nek Ginap;6
61.07.08.2007;Beringin Baru;6
61.07.08.2008;Sendoreng;6
61.07.08.2009;Rantau;6
61.07.08.2010;Mekar Baru;6
61.07.08.2011;Jahandung;6
61.07.08.2012;Serindu;6
61.07.08.2013;Siaga;6
61.07.09;Teriak;4
61.07.09.2001;Dharma Bhakti;6
61.07.09.2002;Sumber Karya;6
61.07.09.2003;Setia Jaya;6
61.07.09.2004;Bangun Sari;6
61.07.09.2005;Sebetung Menyala;6
61.07.09.2006;Malo Jelayan;6
61.07.09.2007;Ampar Benteng;6
61.07.09.2008;Tanjung;6
61.07.09.2009;Telidik;6
61.07.09.2010;Puteng;6
61.07.09.2011;Sekaruh;6
61.07.09.2012;Tubajur;6
61.07.09.2013;Lulang;6
61.07.09.2014;Benteng;6
61.07.09.2015;Sebente;6
61.07.09.2016;Teriak;6
61.07.09.2017;Temia Sio;6
61.07.09.2018;Bana;6
61.07.10;Suti Semarang;4
61.07.10.2001;Nangka;6
61.07.10.2002;Muhi Bersatu;6
61.07.10.2003;Suka Maju;6
61.07.10.2004;Cempaka Putih;6
61.07.10.2005;Kiung;6
61.07.10.2006;Kelayuk;6
61.07.10.2007;Suti Semarang;6
61.07.10.2008;Tapen;6
61.07.11;Capkala;4
61.07.11.2001;Capkala;6
61.07.11.2002;Mandor;6
61.07.11.2003;Setanduk;6
61.07.11.2004;Aris;6
61.07.11.2005;Sebandut;6
61.07.11.2006;Pawangi;6
61.07.12;Siding;4
61.07.12.2002;Sungkung I;6
61.07.12.2004;Siding;6
61.07.12.2005;Hli Buei;6
61.07.12.2006;Tangguh;6
61.07.12.2007;Sungkung II;6
61.07.12.2008;Sungkung III;6
61.07.12.2009;Tamong;6
61.07.12.2010;Tawang;6
61.07.13;Lumar;4
61.07.13.2001;Magmagan Karya;6
