Code;Name;Type
16.06.08.2009;Cipta Praja;6
16.06.08.2010;Loka Jaya;6
16.06.08.2011;Mekar Sari;6
16.06.08.2012;Sido Rejo;6
16.06.08.2013;Mulyo Asih;6
16.06.08.2014;Sridamai;6
16.06.09;Bayung Lencir;4
16.06.09.1016;Bayung Lencir;5
16.06.09.1065;Bayung Lencir Indah;5
16.06.09.2006;Muara Merang;6
16.06.09.2007;Mangsang;6
16.06.09.2008;Tampang Baru;6
16.06.09.2009;Kali Berau;6
16.06.09.2010;Sindang Marga;6
16.06.09.2011;Telang;6
16.06.09.2012;Pagar Desa;6
16.06.09.2013;Mendis;6
16.06.09.2014;Pulai Gading;6
16.06.09.2015;Muara Medak;6
16.06.09.2017;Sukajaya;6
16.06.09.2026;Senawar Jaya;6
16.06.09.2048;Simpang Bayat;6
16.06.09.2049;Bayat Ilir;6
16.06.09.2050;Pangkalan Bayat;6
16.06.09.2051;Muara Bahar;6
16.06.09.2058;Mekar Jaya;6
16.06.09.2059;Mendis Jaya;6
16.06.09.2060;Kepayang;6
16.06.09.2061;Wono Rejo;6
16.06.09.2063;Lubuk Harjo;6
16.06.10;Plakat Tinggi;4
16.06.10.2001;Sido Mukti;6
16.06.10.2002;Suka Damai;6
16.06.10.2003;Suka Jaya;6
16.06.10.2004;Suka Makmur;6
16.06.10.2005;Suka Maju;6
16.06.10.2006;Bangun Harja;6
16.06.10.2007;Sido Rahayu;6
16.06.10.2008;Bukit Indah;6
16.06.10.2009;Warga Mulya;6
16.06.10.2010;Tanjung Kaputran;6
16.06.10.2011;Air Putih Ulu;6
16.06.10.2012;Sialang Agung;6
16.06.10.2013;Cinta Karya;6
16.06.10.2014;Air Putih Ilir;6
16.06.10.2015;Sumber Rejeki;6
16.06.11;Lalan;4
16.06.11.2001;Karang Agung;6
16.06.11.2002;Karang Rejo;6
16.06.11.2003;Karang Makmur;6
16.06.11.2004;Perumpung Raya;6
16.06.11.2005;Galih Sari;6
16.06.11.2006;Karang Tirta;6
16.06.11.2007;Purwo Agung;6
16.06.11.2008;Karya Mukti;6
16.06.11.2009;Sri Karang Rejo;6
16.06.11.2010;Mekar Sari;6
16.06.11.2011;Agung Jaya;6
16.06.11.2012;Bumi Agung;6
16.06.11.2013;Jaya Agung;6
16.06.11.2014;Suka Makmur;6
16.06.11.2015;Mandala Sari;6
16.06.11.2016;Bandar Agung;6
16.06.11.2017;Karang Sari;6
16.06.11.2018;Sri Gading;6
16.06.11.2019;Mulya Agung;6
16.06.11.2020;Karang Mukti;6
16.06.11.2021;Madya Mulya;6
16.06.11.2022;Mulya Jaya;6
16.06.11.2023;Sari Agung;6
16.06.11.2024;Suka Jadi;6
16.06.11.2025;Ringin Agung;6
16.06.11.2026;Tri Mulya Agung;6
16.06.11.2027;Mekar Jaya;6
16.06.12;Tungkal Jaya;4
16.06.12.2001;Peninggalan;6
16.06.12.2002;Suka Damai;6
16.06.12.2003;Berlian Jaya;6
16.06.12.2004;Simpang Tungkal;6
16.06.12.2005;Pangkalan Tungkal;6
16.06.12.2006;Sumber Harum;6
16.06.12.2007;Sumber Sari;6
16.06.12.2008;Sinar Harapan;6
16.06.12.2009;Banjar Jaya;6
16.06.12.2010;Beji Mulyo;6
16.06.12.2011;Bero Jaya Timur;6
16.06.12.2012;Pandan Sari;6
16.06.12.2013;Margo Mulyo;6
16.06.12.2014;Sri Mulyo;6
16.06.12.2015;Sido Mulyo;6
16.06.12.2016;Sinar Tungkal;6
16.06.13;Lawan Wetan;4
16.06.13.2001;Ulak Paceh;6
16.06.13.2002;Ulak Paceh Jaya;6
16.06.13.2003;Tanjung Durian;6
16.06.13.2004;Napal;6
16.06.13.2005;Rantau Kasih;6
16.06.13.2006;Karang Ringin I;6
16.06.13.2007;Karang Ringin II;6
16.06.13.2008;Ulak Teberau;6
16.06.13.2009;Bumi Ayu;6
16.06.13.2010;Karang Waru;6
16.06.13.2011;Karang Anyar;6
16.06.13.2012;Rantau Panjang;6
16.06.13.2013;Simpang Sari;6
16.06.13.2014;Talang Piase;6
16.06.13.2015;Pandan Dulang;6
16.06.14;Babat Supat;4
16.06.14.2001;Suka Maju;6
16.06.14.2002;Letang;6
16.06.14.2003;Supat;6
16.06.14.2004;Babat Banyuasin;6
16.06.14.2005;Tanjung Kerang;6
16.06.14.2006;Langkap;6
16.06.14.2007;Gajah Mati;6
16.06.14.2008;Tenggulang Jaya;6
16.06.14.2009;Bandar Tenggulang;6
16.06.14.2010;Sumber Jaya;6
16.06.14.2011;Tenggulang Baru;6
16.06.14.2012;Supat Barat;6
16.06.14.2013;Supat Timur;6
16.06.14.2014;Seratus Lapan;6
16.06.14.2015;Babat Ramba Jaya;6
16.06.14.2016;Gajah Muda;6
16.06.15;Jirak Jaya;4
16.06.15.2001;Jirak;6
16.06.15.2002;Rukun Rahayu;6
16.06.15.2003;Talang Simpang;6
16.06.15.2004;Jembatan Gantung;6
16.06.15.2005;Talang Mandung;6
16.06.15.2006;Rejosari;6
16.06.15.2007;Bangkit Jaya;6
16.06.15.2008;Baru Jaya;6
16.06.15.2009;Sinar Jaya;6
16.06.15.2010;Setia Jaya;6
16.06.15.2011;Mekar Jaya;6
16.06.15.2012;Layan;6
16.07;Kabupaten Banyuasin;2
16.07.01;Banyuasin I;4
16.07.01.1016;Mariana;5
16.07.01.1021;Mariana Ilir;5
16.07.01.2001;Sungai Rebo;6
16.07.01.2002;Sungai Gerong;6
16.07.01.2003;Merah Mata;6
16.07.01.2004;Perajen;6
16.07.01.2005;Cinta Manis Lama;6
16.07.01.2008;Perambahan;6
16.07.01.2011;Pematang Palas;6
16.07.01.2012;Tirto Sari;6
16.07.01.2014;Pulau Borang;6
16.07.01.2025;Perambahan Baru;6
16.07.01.2028;Duren Ijo;6
16.07.02;Banyuasin II;4
16.07.02.2001;Sungsang I;6
16.07.02.2002;Sungsang II;6
16.07.02.2003;Sungsang III;6
16.07.02.2004;Sungsang IV;6
16.07.02.2010;Teluk Payo;6
16.07.02.2013;Tanah Pilih;6
16.07.02.2015;Perajen Jaya;6
16.07.02.2016;Rimau Sungsang;6
16.07.02.2018;Marga Sungsang;6
16.07.02.2019;Muara Sungsang;6
16.07.03;Banyuasin III;4
16.07.03.1008;Kayuara Kuning;5
16.07.03.1009;Mulia Agung;5
16.07.03.1012;Pangkalan Balai;5
16.07.03.1023;Seterio;5
16.07.03.1033;Kedondong Raye;5
16.07.03.2006;Langkan;6
16.07.03.2007;Pangkalan Panji;6
16.07.03.2010;Lubuk Saung;6
16.07.03.2011;Ujung Tanjung;6
16.07.03.2013;Sidang Mas;6
16.07.03.2014;Galang Tinggi;6
16.07.03.2015;Petaling;6
16.07.03.2016;Rimba Alai;6
16.07.03.2017;Pelajau Ilir;6
16.07.03.2018;Regan Agung;6
16.07.03.2019;Suka Mulia;6
16.07.03.2020;Tanjung Agung;6
16.07.03.2021;Tanjung Menang;6
16.07.03.2022;Sri Bandung;6
16.07.03.2024;Pelajau;6
16.07.03.2025;Tanjung Beringin;6
16.07.03.2026;Terentang;6
16.07.03.2028;Tanjung Kepayang;6
16.07.03.2034;Sukaraja Baru;6
16.07.03.2037;Terlangu;6
16.07.03.2038;Rimba Balai;6
16.07.04;Pulau Rimau;4
16.07.04.2002;Teluk Betung;6
16.07.04.2004;Mukut;6
16.07.04.2006;Sumber Rejeki;6
16.07.04.2007;Dana Mulya;6
16.07.04.2008;Wana Mukti;6
16.07.04.2009;Budi Asih;6
16.07.04.2013;Rukun Makmur;6
16.07.04.2014;Nunggal Sari;6
16.07.04.2017;Majatra;6
16.07.04.2018;Wonosari;6
16.07.04.2031;Sumber Mulya;6
16.07.04.2032;Rawa Banda;6
16.07.04.2037;Senda Mukti;6
16.07.04.2038;Tirta Mulya;6
16.07.04.2039;Banjar Sari;6
16.07.04.2040;Buana Murti;6
16.07.04.2041;Tabuan Asri;6
16.07.05;Betung;4
16.07.05.1017;Betung;5
16.07.05.1021;Rimba Asam;5
16.07.05.1022;Betung Selatan;5
16.07.05.2002;Pulau Rajak;6
16.07.05.2003;Bukit;6
16.07.05.2004;Sri Kembang;6
16.07.05.2005;Lubuk Karet;6
16.07.05.2014;Taja Mulya;6
16.07.05.2015;Taja Raya I;6
16.07.05.2016;Taja Indah;6
16.07.05.2018;Taja Raya II;6
16.07.05.2020;Suka Mulya;6
16.07.06;Rambutan;4
16.07.06.1021;Jakabaring Selatan;5
16.07.06.2001;Kebon Sahang;6
16.07.06.2002;Siju;6
16.07.06.2003;Tanah Lembak;6
16.07.06.2004;Parit;6
16.07.06.2005;Pelaju;6
16.07.06.2006;Suka Pindah;6
16.07.06.2007;Baru;6
16.07.06.2008;Tanjung Kerang;6
16.07.06.2009;Rambutan;6
16.07.06.2010;Tanjung Merbu;6
16.07.06.2011;Sako;6
16.07.06.2012;Gelebak Dalam;6
16.07.06.2013;Menten;6
16.07.06.2014;Pangkalan Gelebak;6
16.07.06.2015;Sungai Dua;6
16.07.06.2016;Sungai Pinang;6
16.07.06.2017;Sungai Kedukan;6
16.07.06.2019;Durian Gadis;6
16.07.06.2020;Pulau Parang;6
16.07.07;Muara Padang;4
16.07.07.2001;Muara Padang;6
16.07.07.2002;Tanjung Baru;6
16.07.07.2003;Karang Anyar;6
16.07.07.2006;Purwodadi;6
16.07.07.2007;Sumber Makmur;6
16.07.07.2008;Air Gading;6
16.07.07.2009;Tirto Raharjo;6
16.07.07.2010;Daya Utama;6
16.07.07.2011;Daya Makmur;6
16.07.07.2012;Sido Mulyo 18;6
16.07.07.2013;Sido Rejo;6
16.07.07.2018;Sido Mulyo 20;6
16.07.07.2037;Margo Mulyo 20;6
16.07.07.2038;Margo Sugihan;6
16.07.07.2042;Tirta Jaya;6
16.07.08;Muara Telang;4
16.07.08.2007;Marga Rahayu;6
16.07.08.2008;Sumber Mulya;6
16.07.08.2009;Sumber Hidup;6
16.07.08.2010;Telang Rejo;6
16.07.08.2011;Telang Jaya;6
16.07.08.2013;Telang Makmur;6
16.07.08.2014;Telang Karya;6
16.07.08.2015;Panca Mukti;6
16.07.08.2016;Mukti Jaya;6
16.07.08.2019;Mekar Sari;6
16.07.08.2024;Talang Indah;6
16.07.08.2025;Mekar Mukti;6
16.07.08.2026;Upang Jaya;6
16.07.08.2027;Upang Karya;6
16.07.08.2028;Upang Cemara;6
16.07.08.2029;Upang Ceria;6
16.07.09;Makarti Jaya;4
16.07.09.1012;Makarti Jaya;5
16.07.09.2002;Delta Upang;6
16.07.09.2006;Pendowo Harjo;6
16.07.09.2007;Pangestu;6
16.07.09.2008;Tirta Kencana;6
16.07.09.2010;Upang Makmur;6
16.07.09.2013;Upang Mulya;6
16.07.09.2017;Purwosari;6
16.07.09.2019;Tanjung Mas;6
16.07.09.2020;Tanjung Baru;6
16.07.09.2021;Sungai Semut;6
16.07.09.2022;Muara Baru;6
16.07.10;Talang Kelapa;4
16.07.10.1002;Air Batu;5
16.07.10.1003;Sukomoro;5
16.07.10.1004;Sukajadi;5
16.07.10.1006;Kenten;5
16.07.10.1022;Tanah Mas;5
16.07.10.1023;Talang Keramat;5
16.07.10.1024;Sukajadi Timur;5
16.07.10.1025;Tanah Mas Indah;5
16.07.10.1026;Rawa Maju;5
16.07.10.1027;Air Batu Jaya;5
16.07.10.1028;Sei Sedapat;5
16.07.10.1029;Azhar Permai;5
16.07.10.1030;Keramat Raya;5
16.07.10.2001;Sungai Rengit;6
16.07.10.2005;Pangkalan Benteng;6
16.07.10.2007;Gasing;6
16.07.10.2019;Talang Buluh;6
16.07.10.2020;Sungai Rengit Murni;6
16.07.10.2021;Kenten Laut;6
16.07.11;Rantau Bayur;4
16.07.11.2001;Muara Abab;6
16.07.11.2002;Tanjung Pasir;6
16.07.11.2003;Tanjung Tiga;6
16.07.11.2004;Rantau Bayur;6
16.07.11.2005;Pagar Bulan;6
16.07.11.2006;Kemang Bejalu;6
16.07.11.2007;Tanjung Menang;6
16.07.11.2008;Srijaya;6
16.07.11.2009;Sejagung;6
16.07.11.2010;Sungai Pinang;6
16.07.11.2011;Semuntul;6
16.07.11.2012;Lebung;6
16.07.11.2013;Lubuk Rengas;6
16.07.11.2014;Paldas;6
16.07.11.2015;Tebing Abang;6
16.07.11.2016;Talang Kemang;6
16.07.11.2017;Rantau Harapan;6
16.07.11.2018;Penandingan;6
16.07.11.2019;Sungai Naik;6
16.07.11.2020;Sungai Lilin;6
16.07.11.2021;Sukarela;6
16.07.12;Tanjung Lago;4
16.07.12.2001;Telang Sari;6
16.07.12.2002;Mulya Sari;6
16.07.12.2003;Purwosari;6
16.07.12.2004;Sri Menanti;6
16.07.12.2005;Sebalik;6
16.07.12.2006;Tanjung Lago;6
16.07.12.2007;Kuala Puntian;6
16.07.12.2008;Sukatani;6
16.07.12.2009;Sukadamai;6
16.07.12.2010;Banyu Urip;6
16.07.12.2011;Bangun Sari;6
16.07.12.2012;Sumber Mekar Mukti;6
16.07.12.2013;Muara Sugih;6
16.07.12.2014;Manggar Raya;6
16.07.12.2015;Bunga Karang;6
16.07.13;Muara Sugihan;4
16.07.13.2001;Margo Mulyo 16;6
16.07.13.2002;Rejo Sari;6
16.07.13.2003;Daya Murni;6
16.07.13.2004;Daya Bangun Harjo;6
16.07.13.2005;Sumber Mulyo;6
16.07.13.2006;Sugih Waras;6
16.07.13.2007;Indrapura;6
16.07.13.2008;Cendana;6
16.07.13.2009;Argo Mulyo;6
16.07.13.2010;Tirta Harja;6
16.07.13.2011;Tirta Mulya;6
16.07.13.2012;Daya Kesuma;6
16.07.13.2013;Margo Rukun;6
16.07.13.2014;Ganesha Mukti;6
16.07.13.2015;Timbul Jaya;6
16.07.13.2016;Jalur Mulya;6
16.07.13.2017;Gilirang;6
16.07.13.2018;Juru Taro;6
16.07.13.2019;Kuala Sugihan;6
16.07.13.2020;Beringin Agung;6
16.07.13.2021;Mekar Jaya;6
16.07.13.2022;Sido Makmur;6
16.07.14;Air Salek;4
16.07.14.2001;Air Solok Batu;6
16.07.14.2002;Sri Mulyo;6
16.07.14.2003;Srikaton;6
16.07.14.2004;Sidoharjo;6
16.07.14.2005;Bintaran;6
16.07.14.2006;Damar Wulan;6
16.07.14.2007;Enggal Rejo;6
16.07.14.2008;Saleh Jaya;6
16.07.14.2009;Saleh Agung;6
16.07.14.2010;Saleh Mulya;6
16.07.14.2011;Saleh Mukti;6
16.07.14.2012;Saleh Makmur;6
16.07.14.2013;Upang;6
16.07.14.2014;Upang Marga;6
16.07.15;Tungkal Ilir;4
16.07.15.2001;Bentayan;6
16.07.15.2002;Teluk Tenggulang;6
16.07.15.2004;Suka Mulya;6
16.07.15.2005;Suka Raja;6
16.07.15.2006;Karang Anyar;6
16.07.15.2007;Karang Asem;6
16.07.15.2008;Marga Rahayu;6
16.07.15.2009;Sido Mulyo;6
16.07.15.2010;Keluang;6
16.07.15.2011;Bumi Serdang;6
16.07.15.2012;Karang Mulya;6
16.07.15.2013;Suka Karya;6
16.07.15.2014;Panca Mulya;6
16.07.15.2015;Suka Jaya;6
16.07.16;Suak Tapeh;4
16.07.16.2001;Talang Ipuh;6
16.07.16.2002;Durian Daun;6
16.07.16.2003;Lubuk Lancang;6
16.07.16.2004;Biyuku;6
16.07.16.2005;Bengkuang;6
16.07.16.2006;Rimba Terap;6
16.07.16.2007;Sedang;6
16.07.16.2008;Tanjung Laut;6
16.07.16.2009;Air Senggeris;6
16.07.16.2010;Meranti;6
16.07.16.2011;Sukaraja;6
16.07.17;Sembawa;4
16.07.17.2001;Mainan;6
16.07.17.2002;Santan Sari;6
16.07.17.2003;Limau;6
16.07.17.2004;Rejodadi;6
16.07.17.2005;Lalang Sembawa;6
16.07.17.2006;Muara Damai;6
16.07.17.2007;Pulau Harapan;6
16.07.17.2008;Purwosari;6
16.07.17.2009;Limbang Mulia;6
16.07.17.2010;Sako Makmur;6
16.07.17.2011;Pulau Muning;6
16.07.18;Sumber Marga Telang;4
16.07.18.2001;Terusan Dalam;6
16.07.18.2002;Karang Anyar;6
16.07.18.2003;Muara Telang;6
16.07.18.2004;Terusan Tengah;6
16.07.18.2005;Sumber Jaya;6
16.07.18.2006;Karang Baru;6
16.07.18.2007;Muara Telang Marga;6
16.07.18.2008;Terusan Muara;6
16.07.18.2009;Talang Lubuk;6
16.07.18.2010;Sri Tiga;6
16.07.19;Air Kumbang;4
16.07.19.2001;Cinta Manis Baru;6
16.07.19.2002;Sido Makmur;6
16.07.19.2003;Sidomulyo;6
16.07.19.2004;Nusa Makmur;6
16.07.19.2005;Rimba Jaya;6
16.07.19.2006;Teluk Tenggirik;6
16.07.19.2007;Sebubus;6
16.07.19.2008;Padang Rejo;6
16.07.19.2009;Kumbang Padang Permata;6
16.07.19.2010;Muara Baru;6
16.07.19.2011;Tirta Makmur;6
16.07.19.2012;Panca Mulya;6
16.07.19.2013;Budi Mulya;6
16.07.19.2014;Panca Desa;6
16.07.19.2015;Air Kumbang Bakti;6
16.07.19.2016;Sebokor;6
16.07.20;Karang Agung Ilir;4
16.07.20.2001;Karang Sari;6
16.07.20.2002;Maju Ria;6
16.07.20.2003;Sri Agung;6
16.07.20.2004;Sumber Rejeki;6
16.07.20.2005;Tabala Jaya;6
16.07.20.2006;Jati Sari;6
16.07.20.2007;Mekar Sari;6
16.07.21;Selat Penuguan;4
16.07.21.2001;Penuguan;6
16.07.21.2002;Sumber Rejo;6
16.07.21.2003;Sumber Mukti;6
16.07.21.2004;Sumber Agung;6
16.07.21.2005;Wonodadi;6
16.07.21.2006;Mekar Sari;6
16.07.21.2007;Songo Makmur;6
16.07.21.2008;Karang Manunggal;6
16.07.21.2009;Purwodadi;6
16.07.21.2010;Ringin Harjo;6
16.07.21.2011;Bumi Rejo;6
16.07.21.2012;Kelapa Dua;6
16.08;Kabupaten Ogan Komering Ulu Timur;2
16.08.01;Martapura;4
16.08.01.1007;Dusun Martapura;5
16.08.01.1008;Pasar Martapura;5
16.08.01.1014;Paku Sengkunyit;5
16.08.01.1016;Bukit Sari;5
16.08.01.1017;Sungai Tuha Jaya;5
16.08.01.1018;Terukis Rahayu;5
16.08.01.1019;Veteran Jaya;5
16.08.01.2006;Tanjung Kemala;6
16.08.01.2009;Kota Baru;6
16.08.01.2010;Keromongan;6
16.08.01.2011;Perjaya;6
16.08.01.2015;Sukomulyo;6
16.08.01.2020;Kotabaru Barat;6
16.08.01.2021;Kotabaru Selatan;6
16.08.01.2022;Perjaya Barat;6
16.08.01.2023;Tanjung Kemala Barat;6
16.08.02;Buay Madang;4
16.08.02.2001;Suka Raja;6
16.08.02.2002;Kurungan Nyawa;6
16.08.02.2003;Pisang Jaya;6
16.08.02.2004;Sumber Agung;6
16.08.02.2005;Tebat Jaya;6
16.08.02.2006;Sridadi;6
16.08.02.2009;Tanjung Bulan;6
16.08.02.2010;Way Halom;6
16.08.02.2031;Kurungan Nyawa I;6
16.08.02.2032;Kurungan Nyawa II;6
16.08.02.2033;Kurungan Nyawa III;6
16.08.02.2034;Cipta Muda;6
16.08.02.2035;Aman Jaya;6
16.08.02.2036;Sukaraja Tuha;6
16.08.02.2037;Ganjar Agung;6
16.08.02.2038;Mulyo Agung;6
16.08.02.2039;Muda Sentosa;6
16.08.03;Belitang;4
16.08.03.2001;Sido Rahayu;6
16.08.03.2002;Tawang Rejo;6
16.08.03.2006;Tanjung Raya;6
16.08.03.2007;Sido Mulyo;6
16.08.03.2008;Harjo Winangun;6
16.08.03.2009;Pujo Rahayu;6
16.08.03.2010;Triyoso;6
16.08.03.2011;Sumber Suko;6
16.08.03.2013;Suko Sari;6
16.08.03.2014;Gumawang;6
16.08.03.2015;Bedilan;6
16.08.03.2016;Tegal Rejo;6
16.08.03.2017;Sido Gede;6
16.08.03.2018;Sido Makmur;6
16.08.03.2021;Suka Jadi;6
16.08.03.2022;Serbaguna;6
16.08.03.2023;Sukarami;6
16.08.03.2024;Gedung Rejo;6
16.08.03.2025;Sidodadi;6
16.08.03.2026;Gunung Mas;6
16.08.03.2027;Sumbersuko jaya;6
16.08.03.2028;Karang Kemiri;6
16.08.03.2029;Mojosari;6
16.08.04;Cempaka;4
16.08.04.2001;Gunung Batu;6
16.08.04.2010;Ulak Baru;6
16.08.04.2011;Gunung Jati;6
16.08.04.2012;Kuripan;6
16.08.04.2013;Negeri Sakti;6
16.08.04.2014;Campang Tiga Hulu;6
16.08.04.2015;Sukaraja;6
16.08.04.2016;Cempaka;6
16.08.04.2017;Sukabumi;6
16.08.04.2018;Campang Tiga Ilir;6
16.08.04.2019;Maluai Indah;6
16.08.04.2020;Harisan Jaya;6
16.08.04.2021;Campang Tiga Jaya;6
16.08.05;Buay Pemuka Peliung;4
16.08.05.2001;Negeri Pakuan;6
16.08.05.2002;Negeri Agung;6
16.08.05.2003;Banu Mas;6
16.08.05.2004;Banu Ayu;6
16.08.05.2005;Pulau Negara;6
16.08.05.2006;Saung Dadi;6
16.08.05.2007;Trantang Sakti;6
16.08.05.2008;Pemetung Besuki;6
16.08.05.2009;Pahang Asri;6
16.08.05.2010;Bantan;6
16.08.05.2011;Bandar Jaya;6
16.08.05.2012;Negeri Agung Jaya;6
16.08.05.2013;Bantan Pelita;6
16.08.06;Madang Suku II;4
16.08.06.2001;Karang Negara;6
16.08.06.2002;Riang Bandung;6
16.08.06.2005;Kota Negara;6
16.08.06.2006;Karta Negara;6
16.08.06.2007;Pandan Agung;6
16.08.06.2009;Sri Mulyo;6
16.08.06.2010;Margo Tani;6
16.08.06.2011;Jati Mulya II;6
16.08.06.2012;Pandan Jaya;6
16.08.06.2014;Rasuan Baru;6
16.08.06.2020;Banbanrejo;6
16.08.06.2021;Suka Negara;6
16.08.06.2022;Srikencana;6
16.08.06.2023;Dadimulyo;6
16.08.06.2024;Riang Bandung Ilir;6
16.08.06.2025;Margotani II;6
16.08.06.2026;Kota Negara Timur;6
16.08.06.2027;Talang Giring;6
16.08.06.2028;Kalirejo;6
16.08.07;Madang Suku I;4
16.08.07.2002;Mendayun;6
16.08.07.2003;Gunung Terang;6
16.08.07.2004;Karta Mulya;6
16.08.07.2007;SP. Kerta Mulya;6
16.08.07.2014;Harjo Mulyo;6
16.08.07.2015;Jaya Bakti;6
16.08.07.2016;Rasuan;6
16.08.07.2017;Mengulak;6
16.08.07.2019;Jati Sari;6
16.08.07.2021;Tri Dadi;6
16.08.07.2022;Agung Jati;6
16.08.07.2023;Rasuan Darat;6
16.08.07.2024;Harjo Mulyo Jaya;6
16.08.08;Semendawai Suku III;4
16.08.08.2002;Jaya Mulya;6
16.08.08.2003;Gunung Sugih;6
16.08.08.2007;Margo Rejo;6
16.08.08.2009;Trimoharjo;6
16.08.08.2010;Taman Agung;6
16.08.08.2011;Krujon;6
16.08.08.2013;Karang Endah;6
16.08.08.2014;Sriwangi;6
16.08.08.2015;Cahaya Negeri;6
16.08.08.2016;Suka Mulya;6
16.08.08.2017;Taraman;6
16.08.08.2025;Mujo Rahayu;6
16.08.08.2026;Taman Harjo;6
16.08.08.2027;Margodadi;6
16.08.08.2028;Taraman Jaya;6
16.08.08.2029;Karang Marga;6
16.08.08.2030;Trimo Rejo;6
16.08.08.2031;Sriwangi Ulu;6
16.08.08.2032;Taman Mulyo;6
16.08.09;Belitang II;4
16.08.09.2004;Tanjung Kemuning;6
16.08.09.2005;Raman Jaya;6
16.08.09.2006;Sumber Jaya;6
16.08.09.2007;Sumber Rejo;6
16.08.09.2008;Sumber Sari;6
16.08.09.2009;Tegal Sari;6
16.08.09.2010;Sri Bantolo;6
16.08.09.2011;Sumber Rahayu;6
16.08.09.2012;Margo Mulyo;6
16.08.09.2015;Purwosari;6
16.08.09.2016;Karang Manik;6
16.08.09.2017;Sumber Harapan;6
16.08.09.2018;Keli Rejo;6
16.08.09.2019;Toto Rejo;6
16.08.09.2020;Karang Jaya;6
16.08.09.2021;Kemuning Jaya;6
16.08.09.2022;Bangun Rejo;6
16.08.09.2023;Batu Mas;6
16.08.09.2024;Suka Jaya;6
16.08.09.2025;Srijaya;6
16.08.09.2026;Tegal Besar;6
16.08.09.2027;Darma Buana;6
16.08.09.2028;Rejo Mulyo;6
16.08.09.2029;Purworejo;6
16.08.10;Belitang III;4
16.08.10.2001;Kutosari;6
16.08.10.2002;Nusa Raya;6
16.08.10.2003;Nusa Tunggal;6
16.08.10.2004;Nusa Bali;6
16.08.10.2005;Nusa Bakti;6
16.08.10.2006;Nusa Jaya;6
16.08.10.2007;Nusa Tenggara;6
16.08.10.2008;Nusa Agung;6
16.08.10.2009;Nusa Maju;6
16.08.10.2010;Senu Marga;6
16.08.10.2011;Karang Sari;6
16.08.10.2013;Trikarya;6
16.08.10.2016;Suka Negara;6
16.08.10.2017;Karang Jadi;6
16.08.10.2018;Dadi Rejo;6
16.08.10.2019;Ganti Warno;6
16.08.10.2020;Sinar Bali;6
16.08.10.2021;Sumber Rejo;6
16.08.10.2022;Ringin Sari;6
16.08.10.2023;Karya Maju;6
16.08.11;Bunga Mayang;4
16.08.11.2001;Batu Raja Bungin;6
16.08.11.2002;Tulang Bawang;6
16.08.11.2003;Sabahlioh;6
16.08.11.2004;Negeri Ratu;6
16.08.11.2005;Peracak;6
16.08.11.2006;Negeri Ratu Baru;6
16.08.11.2007;Tunas Peracak;6
16.08.11.2008;Sukabaru;6
16.08.12;Buay Madang Timur;4
16.08.12.2001;Tanjung Mas;6
16.08.12.2002;Tanjungsari;6
16.08.12.2003;Teko Rejo;6
16.08.12.2004;Sumber Asri;6
16.08.12.2005;Suka Maju;6
16.08.12.2006;Srikaton;6
16.08.12.2007;Liman Sari;6
16.08.12.2008;Sumber Harjo;6
16.08.12.2009;Sumber Mulyo;6
16.08.12.2010;Karang Tengah;6
16.08.12.2011;Bangun Harjo;6
16.08.12.2012;Tambak Boyo;6
16.08.12.2013;Pengandonan;6
16.08.12.2014;Rejo Dadi;6
16.08.12.2015;Sukoharjo;6
16.08.12.2016;Sumedang Sari;6
16.08.12.2017;Rowodadi;6
16.08.12.2018;Sukodadi;6
16.08.12.2019;Kumpul Rejo;6
16.08.12.2020;Metro Rejo;6
16.08.12.2021;Kedu;6
16.08.12.2022;Kedung Rejo;6
16.08.12.2023;Banyumas Asri;6
16.08.12.2024;Gumuk Rejo;6
16.08.12.2025;Tanjung Mulya;6
16.08.12.2026;Raman Agung;6
16.08.12.2027;Bukit Mas;6
16.08.12.2028;Tanjung Agung;6
16.08.12.2029;Berasan Mulya;6
16.08.12.2030;Sumber Tani;6
16.08.13;Madang Suku III;4
16.08.13.2001;Banding Agung;6
16.08.13.2002;Nikan;6
16.08.13.2003;Surabaya;6
16.08.13.2004;Wana Bakti;6
16.08.13.2005;Batu Marta VI;6
16.08.13.2006;Karya Makmur;6
16.08.13.2007;Bina Amarta;6
16.08.13.2008;Suka Damai;6
16.08.13.2009;Batu Marta X;6
16.08.13.2010;Marta V Jaya;6
16.08.14;Semendawai Barat;4
16.08.14.2001;Tanjung Kukuh;6
16.08.14.2002;Betung;6
16.08.14.2003;Tanjung Mas;6
16.08.14.2004;Menanga Besar;6
16.08.14.2005;Menanga Tengah;6
16.08.14.2006;Adu manis;6
16.08.14.2007;Suka Negeri;6
16.08.14.2008;Kangkung;6
16.08.14.2009;Sri Tanjung;6
16.08.14.2010;Kangkung Ilir;6
16.08.14.2011;Betung Timur;6
16.08.14.2012;Menanga Sari;6
16.08.15;Semendawai Timur;4
16.08.15.2001;Karang Melati;6
16.08.15.2002;Karang Menjangan;6
16.08.15.2003;Karang Anyar;6
16.08.15.2004;Tulung Harapan;6
16.08.15.2005;Kota Tanah;6
16.08.15.2006;Nirwana;6
16.08.15.2007;Burnai Mulya;6
16.08.15.2008;Kota Mulya;6
16.08.15.2009;Bungin Jaya;6
16.08.15.2010;Burnai Jaya;6
